length,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
12,0.03567587055219596,0.037798687689073115,0.03913397812611922,0.03980027233483428,0.04004014280733533,0.040056741121036105,0.039975216824766686,0.03985951030011434,0.03975534951412207,0.03965532858611776,0.03957497463510035,0.03950809205420146,0.039456675384968956,0.039422931869427455,0.039406057332516425,0.039399529213704126,0.03940626879168739,0.03942163396231668,0.03943665760794997,0.03944948980240129,0.03946888124302958
