length,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
8,0.10285557031528296,0.09955520548905934,0.09779615715875098,0.09597675234844505,0.09428864856325715,0.09339496861226967,0.09308507491404347,0.09309074606784619,0.0933920893711172,0.09384770607410066,0.0945499259626269,0.09535909933787097,0.09630175579293483,0.0973466497971775,0.09844149797508202,0.09955927872001887,0.10061732950319044,0.10169861426181219,0.10273940695146279,0.10375444511186176,0.10486978742124067
