length,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
12,0.035675870552195954,0.03779868768907309,0.039133978126119226,0.03980027233483434,0.04004014280733534,0.04005674112103613,0.03997521682476668,0.03985951030011437,0.03975534951412213,0.039655328586117776,0.03957497463510023,0.0395080920542014,0.039456675384969,0.0394229318694274,0.0394060573325164,0.03939952921370406,0.03940626879168731,0.039421633962316655,0.03943665760794986,0.039449489802401386,0.03946888124302958
